comment,chunks
"Grosso modo la quantité de réponse juste et de réponses fausses sont presque les mêmes.  Je suis pourtant étonnée d’avoir 12 réponses savoir certain. Je pense que l’heure à laquelle j’ai fait le test (17h30-18h) et le fait de n’avoir fait aucunes révisions augmentent les réponses erreurs dangereuses et erreur présumée . Vers la fin, j’avais aussi envie de terminer plus rapidement, donc j’ai répondu un peu rapidement, avec un degré de confiance plus faible . Je constate cependant que je n’ai qu’une réponse ignorance déclarée donc je suis satisfaite . Mon résultats 15/24 = 12,5/20 est presque égale à ma moyenne.","['Grosso modo la quantité de réponse juste et de réponses fausses sont presque les mêmes. ', ' Je suis pourtant étonnée d’avoir 12 réponses savoir certain. Je pense que l’heure à laquelle j’ai fait le test (17h30-18h) et le fait de n’avoir fait aucunes révisions augmentent les réponses erreurs dangereuses et erreur présumée ', '. Vers la fin, j’avais aussi envie de terminer plus rapidement, donc j’ai répondu un peu rapidement, avec un degré de confiance plus faible ', '. Je constate cependant que je n’ai qu’une réponse ignorance déclarée donc je suis satisfaite ', '. Mon résultats 15/24 = 12,5/20 est presque égale à ma moyenne.']"
"Mes réponses correctes sont celles sur les chapitres que je maîtrisait le plus et sur les chapitres les plus récentes.  Le chapitre sur les ondes mécaniques au début de l’année, j’ai eu des réponses incorrectes dessous, puisque j’avais oublié la leçon.  J’ai été imprudente sur plusieurs questions , parfois je ne comprenais pas et donc je répondais au hasard. ","['Mes réponses correctes sont celles sur les chapitres que je maîtrisait le plus et sur les chapitres les plus récentes. ', ' Le chapitre sur les ondes mécaniques au début de l’année, j’ai eu des réponses incorrectes dessous, puisque j’avais oublié la leçon.  ', 'J’ai été imprudente sur plusieurs questions ', ', parfois je ne comprenais pas et donc je répondais au hasard. ', '']"
"J’ai eu beaucoup de réponses correctes, seulement 2 incorrectes.  Ces deux réponses incorrectes étaient des erreurs présumées.  J’ai eu quelques réponses où j’ignorais la réponse et où j’ai répondu au hasard, mais j’ai eu de la chance et j’ai eu juste. J’espère devenir davantage réaliste car j’ai été très peu sûr lors de mes réponses malgré un grand nombre de réponses justes. ","['J’ai eu beaucoup de réponses correctes, seulement 2 incorrectes. ', ' Ces deux réponses incorrectes étaient des erreurs présumées. ', ' J’ai eu quelques réponses où j’ignorais la réponse et où j’ai répondu au hasard, mais j’ai eu de la chance et j’ai eu juste. J’espère devenir davantage réaliste car j’ai été très peu sûr lors de mes réponses malgré un grand nombre de réponses justes. ', '']"
"​- J’ai eu quatre réponses fausses, dont une dangereuse. Je n’ai eu aucune ignorance, mais je n’étais pas absolument sûre de la plupart de mes réponses.  Je ne sais pas à quoi attribuer ce score, car j’ai cru que ma note allait être beaucoup plus basse !- D’après la courbe en J, je devrais me situer dans 1. ) Mes connaissances sont satisfaisantes  - car j’avais plus de réponses correctes (20) que de réponses incorrectes (4) avec 0 ignorances déclarées Néanmoins même si mes connaissances semblent satisfaisantes et que j’ai supposément un jugement réaliste, il faut que j’avoue avoir répondu à toutes les questions en mettant que je n’étais vraiment pas sûre, puis j’avais relu une deuxième fois en essayant d’être plus confiante dans les réponses que j’avais mise  - mais je n’aurais jamais pensé avoir une aussi bonne note !- Je pense donc que pour être plus réaliste, je devrais me faire plus confiance,  mais c’est un gros problème que j’ai depuis très longtemps ! Je voudrais donc finir par dire merci pour ce test, c’était un bon boost de confiance ! :) ","['\u200b- J’ai eu quatre réponses fausses, dont une dangereuse. Je n’ai eu aucune ignorance, mais je n’étais pas absolument sûre de la plupart de mes réponses.  ', 'Je ne sais pas à quoi attribuer ce score, car j’ai cru que ma note allait être beaucoup plus basse !- D’après la courbe en J, je devrais me situer dans 1. ) Mes connaissances sont satisfaisantes  ', '- car j’avais plus de réponses correctes (20) que de réponses incorrectes (4) avec 0 ignorances déclarées Néanmoins même si mes connaissances semblent satisfaisantes et que j’ai supposément un jugement réaliste, il faut que j’avoue avoir répondu à toutes les questions en mettant que je n’étais vraiment pas sûre, puis j’avais relu une deuxième fois en essayant d’être plus confiante dans les réponses que j’avais mise ', ' - mais je n’aurais jamais pensé avoir une aussi bonne note !- Je pense donc que pour être plus réaliste, je devrais me faire plus confiance, ', ' mais c’est un gros problème que j’ai depuis très longtemps ! Je voudrais donc finir par dire merci pour ce test, c’était un bon boost de confiance ! :) ', '']"
"J’étais globalement assez cohérente dans mon degré de certitude et la justesse de mes réponses . Pour l’une des réponses cependant (spectre RMN), j’ai voulu être trop précise, si bien que ma réponse a été notée comme fausse. Je cherche peut-être trop les pièges (après vérification avec le professeur, mon raisonnement était juste même si noté faux) .","['J’étais globalement assez cohérente dans mon degré de certitude et la justesse de mes réponses ', '. Pour l’une des réponses cependant (spectre RMN), j’ai voulu être trop précise, si bien que ma réponse a été notée comme fausse. Je cherche peut-être trop les pièges (après vérification avec le professeur, mon raisonnement était juste même si noté faux) ', '.']"
J’ai une majorité de réponses correctes mais je n’ose jamais être sûr à 100%. Toutes mes fautes ont été pressenties mais certaines réponses correctes n’étaient pas certaines.  Je pense que cela montre que je n’ai pas entièrement confiance à mon savoir mais que je sais mes limites de mes connaissances.  Peut-être le faire à un autre horaire serait plus judicieux.,"['J’ai une majorité de réponses correctes mais je n’ose jamais être sûr à 100%. Toutes mes fautes ont été pressenties mais certaines réponses correctes n’étaient pas certaines.  ', 'Je pense que cela montre que je n’ai pas entièrement confiance à mon savoir mais que je sais mes limites de mes connaissances. ', ' Peut-être le faire à un autre horaire serait plus judicieux.']"
"Je pense ne pas être assez sûr de moi pour certaines questions  mais, dans l’ensemble, j’ai trouvé ce test intéressant. Nous avons pu réaliser que nous n’avons pas oublié la totalité de ce que nous avons fait en début d’année  (donc il y a quelques semaines :) )","['Je pense ne pas être assez sûr de moi pour certaines questions ', ' mais, dans l’ensemble, j’ai trouvé ce test intéressant. Nous avons pu réaliser que nous n’avons pas oublié la totalité de ce que nous avons fait en début d’année ', ' (donc il y a quelques semaines :) )']"
J’ai 2 réponses incorrectes qui sont toutes les 2 des réponses dangereuses. J’ai plus de savoir certain que fragile (18>4). ,"['J’ai 2 réponses incorrectes qui sont toutes les 2 des réponses dangereuses. J’ai plus de savoir certain que fragile (18>4). ', '']"
(17/24)5 réponses fausses3 ignorance16 réponses correctes  Le graphe des réponses incorrectes ne me parait logique (sa forme) car j’ai trop tendance à assumer des choses que je ne connais pas … Le score global est surtout dû au fait que je ne connaisse pas ma leçon de chimie et que je comprends assez bien la physique.  Pour le prochain test (s’il y en a un) il faudra que j’apprenne mieux ma leçon de chimie. ,"['(17/24)5 réponses fausses3 ignorance16 réponses correctes  ', 'Le graphe des réponses incorrectes ne me parait logique (sa forme) car j’ai trop tendance à assumer des choses que je ne connais pas ', '… Le score global est surtout dû au fait que je ne connaisse pas ma leçon de chimie et que je comprends assez bien la physique. ', ' Pour le prochain test (s’il y en a un) il faudra que j’apprenne mieux ma leçon de chimie. ', '']"
"Pour la plupart des questions, j’ai plutôt bien réussi à dire si j’allais avoir juste ou non . * C’est quand même intéressant de voir sur quelles questions on a fait une erreur dangereuse car je me suis rendu compte que je faisais quelques erreurs bêtes. *  même si j’ai été plutôt prudente  Pour espérer devenir davantage réaliste, je pourrais plus me faire confiance lorsque je sens que c’est la bonne réponse . C’était un test très intéressant à faire.","['Pour la plupart des questions, j’ai plutôt bien réussi à dire si j’allais avoir juste ou non ', '. * C’est quand même intéressant de voir sur quelles questions on a fait une erreur dangereuse car je me suis rendu compte que je faisais quelques erreurs bêtes. * ', ' même si j’ai été plutôt prudente ', ' Pour espérer devenir davantage réaliste, je pourrais plus me faire confiance lorsque je sens que c’est la bonne réponse ', '. C’était un test très intéressant à faire.']"
"J’observe une bonne certitude sur une majorité des questions , à part peut-être pour certains concepts de la chimie. ","['J’observe une bonne certitude sur une majorité des questions ', ', à part peut-être pour certains concepts de la chimie. ', '']"
"Globalement, le test m’a donné de la confiance dans mes connaissances . La majorité des questions sont correctes, mais certaines incorrectes n’ont pas été détecté. ","['Globalement, le test m’a donné de la confiance dans mes connaissances ', '. La majorité des questions sont correctes, mais certaines incorrectes n’ont pas été détecté. ', '']"
"Beaucoup d’incertitude (trop prudent) , prendre plus de temps pour réfléchir et avoir plus de connaissances. ","['Beaucoup d’incertitude (trop prudent) ', ', prendre plus de temps pour réfléchir et avoir plus de connaissances. ', '']"
Globalement presque la majorité de mes réponses si situent dans un savoir certain (19/40)  ce qui est agréable Cependant trop d’erreurs dangereuses (7/40) ,"['Globalement presque la majorité de mes réponses si situent dans un savoir certain (19/40)  ', 'ce qui est agréable Cependant trop d’erreurs dangereuses (7/40) ', '']"
Il y a globalement beaucoup de réponses correctes et principalement certaines mais trop de réponses fausses dangereuses (7)  qui est surement dû à une mauvaise compréhension de cette partie du cours  ou une mauvaise ?,"['Il y a globalement beaucoup de réponses correctes et principalement certaines mais trop de réponses fausses dangereuses (7) ', ' qui est surement dû à une mauvaise compréhension de cette partie du cours ', ' ou une mauvaise ?']"
"Il y a eu plus de réponses correctes que d’erreurs, mais aussi un certain nombre d’ignorances . Les erreurs présumées sont nombreuses ce qui révèle un degré élevé de prudence . Quand je suis incertaine, je suis plutôt prudente. Il faudrait que je révise davantage pour le prochain test  pour que j’ai moins d’ignorances déclarées et être un peu plus sûr de moi.  Et après avoir vu les réponses, il faut que je lise mieux l’énoncé et prendre le temps de répondre sans me précipiter. ","['Il y a eu plus de réponses correctes que d’erreurs, mais aussi un certain nombre d’ignorances ', '. Les erreurs présumées sont nombreuses ce qui révèle un degré élevé de prudence ', '. Quand je suis incertaine, je suis plutôt prudente. Il faudrait que je révise davantage pour le prochain test ', ' pour que j’ai moins d’ignorances déclarées et être un peu plus sûr de moi. ', ' Et après avoir vu les réponses, il faut que je lise mieux l’énoncé et prendre le temps de répondre sans me précipiter. ', '']"
Le résultat donne 34 réponses correctes avec 5 savoirs fragiles. Aucune ignorance déclarée.  Ce qui permet de voir qu’il y a des bases solides  avec quelques erreurs dangereuses donc quelques confusions .,"['Le résultat donne 34 réponses correctes avec 5 savoirs fragiles. Aucune ignorance déclarée. ', ' Ce qui permet de voir qu’il y a des bases solides  ', 'avec quelques erreurs dangereuses donc quelques confusions ', '.']"
"Mes connaissances insuffisantes  ne m’ont pas permis d’être sûr de moi a chaque réponse. Parfois, certaines des réponses me paraissent justes mais elles ne le sont pas. Cela reflète les erreurs dangereuses  et il faudrait que je sois bien plus rigoureux sur les connaissances de cours  qui me permettront d’avoir des informations globales qui me faciliteront la tâche pour comprendre du mieux possible les exercices des devoirs surveillés par exemple.","['Mes connaissances insuffisantes ', ' ne m’ont pas permis d’être sûr de moi a chaque réponse. Parfois, certaines des réponses me paraissent justes mais elles ne le sont pas. Cela reflète les erreurs dangereuses  ', 'et il faudrait que je sois bien plus rigoureux sur les connaissances de cours ', ' qui me permettront d’avoir des informations globales qui me faciliteront la tâche pour comprendre du mieux possible les exercices des devoirs surveillés par exemple.']"
